Date,Close
1/2/2020 16:00:00,7.98
1/3/2020 16:00:00,8.59
1/6/2020 16:00:00,8.99
1/7/2020 16:00:00,10.1
1/8/2020 16:00:00,9.32
1/9/2020 16:00:00,9.3
1/10/2020 16:00:00,9.6
1/13/2020 16:00:00,9.44
1/14/2020 16:00:00,10.03
1/15/2020 16:00:00,9.99
1/16/2020 16:00:00,9.72
1/17/2020 16:00:00,10.07
1/21/2020 16:00:00,9.74
1/22/2020 16:00:00,9.53
1/23/2020 16:00:00,8.99
1/24/2020 16:00:00,9.48
1/27/2020 16:00:00,9.82
1/28/2020 16:00:00,10.12
1/29/2020 16:00:00,10.9
1/30/2020 16:00:00,11.33
1/31/2020 16:00:00,10.9
2/3/2020 16:00:00,10.59
2/4/2020 16:00:00,10.54
2/5/2020 16:00:00,11.52
2/6/2020 16:00:00,11.7
2/7/2020 16:00:00,11.79
2/10/2020 16:00:00,12.18
2/11/2020 16:00:00,13
2/12/2020 16:00:00,13.48
2/13/2020 16:00:00,12.55
2/14/2020 16:00:00,13.21
2/18/2020 16:00:00,13.46
2/19/2020 16:00:00,13.13
2/20/2020 16:00:00,12.33
2/21/2020 16:00:00,12.54
2/24/2020 16:00:00,11.72
2/25/2020 16:00:00,10.54
2/26/2020 16:00:00,10.36
2/27/2020 16:00:00,10.51
2/28/2020 16:00:00,9.85
3/2/2020 16:00:00,10.36
3/3/2020 16:00:00,10
3/4/2020 16:00:00,10.04
3/5/2020 16:00:00,10.93
3/6/2020 16:00:00,10.58
3/9/2020 16:00:00,8.87
3/10/2020 16:00:00,9.26
3/11/2020 16:00:00,8.61
3/12/2020 16:00:00,6.42
3/13/2020 16:00:00,6.32
3/16/2020 16:00:00,5.54
3/17/2020 16:00:00,6.1
3/18/2020 16:00:00,6.01
3/19/2020 16:00:00,7.2
3/20/2020 16:00:00,7
3/23/2020 16:00:00,7.19
3/24/2020 16:00:00,7.55
3/25/2020 16:00:00,7.35
3/26/2020 16:00:00,7.36
3/27/2020 16:00:00,7.3
3/30/2020 16:00:00,7.05
3/31/2020 16:00:00,7.12
4/1/2020 16:00:00,6.5
4/2/2020 16:00:00,7.72
4/3/2020 16:00:00,7.48
4/6/2020 16:00:00,7.95
4/7/2020 16:00:00,7.66
4/8/2020 16:00:00,7.85
4/9/2020 16:00:00,7.8
4/13/2020 16:00:00,7.25
4/14/2020 16:00:00,7.33
4/15/2020 16:00:00,7.15
4/16/2020 16:00:00,7.66
4/17/2020 16:00:00,7.49
4/20/2020 16:00:00,7.3
4/21/2020 16:00:00,7.44
4/22/2020 16:00:00,7.7
4/23/2020 16:00:00,8.62
4/24/2020 16:00:00,8.55
4/27/2020 16:00:00,8.8
4/28/2020 16:00:00,8.4
4/29/2020 16:00:00,9.6
4/30/2020 16:00:00,9.87
5/1/2020 16:00:00,9.47
5/4/2020 16:00:00,9.97
5/5/2020 16:00:00,10.03
5/6/2020 16:00:00,10.75
5/7/2020 16:00:00,11.98
5/8/2020 16:00:00,11.45
5/11/2020 16:00:00,10.29
5/12/2020 16:00:00,10.63
5/13/2020 16:00:00,11.21
5/14/2020 16:00:00,11.8
5/15/2020 16:00:00,11.05
5/18/2020 16:00:00,11.41
5/19/2020 16:00:00,11.41
5/20/2020 16:00:00,11.23
5/21/2020 16:00:00,10.58
5/22/2020 16:00:00,10.66
5/26/2020 16:00:00,10.18
5/27/2020 16:00:00,10.54
5/28/2020 16:00:00,10.88
5/29/2020 16:00:00,10.89
