Date,Close
6/1/2020 16:00:00,11.28
6/2/2020 16:00:00,11.42
6/3/2020 16:00:00,11.34
6/4/2020 16:00:00,11.73
6/5/2020 16:00:00,11.26
6/8/2020 16:00:00,11.58
6/9/2020 16:00:00,11.53
6/10/2020 16:00:00,12.3
6/11/2020 16:00:00,10.8
6/12/2020 16:00:00,10.88
6/15/2020 16:00:00,10.89
6/16/2020 16:00:00,10.91
6/17/2020 16:00:00,10.7
6/18/2020 16:00:00,10.58
6/19/2020 16:00:00,10.31
6/22/2020 16:00:00,10.57
6/23/2020 16:00:00,10.95
6/24/2020 16:00:00,10.2
6/25/2020 16:00:00,10.14
6/26/2020 16:00:00,9.7
6/29/2020 16:00:00,9.49
6/30/2020 16:00:00,9.61
7/1/2020 16:00:00,9.76
7/2/2020 16:00:00,9.37
7/6/2020 16:00:00,9.94
7/7/2020 16:00:00,9.75
7/8/2020 16:00:00,10.33
7/9/2020 16:00:00,9.87
7/10/2020 16:00:00,9.75
7/13/2020 16:00:00,9.6
7/14/2020 16:00:00,9.74
7/15/2020 16:00:00,9.47
7/16/2020 16:00:00,9.31
7/17/2020 16:00:00,9.54
7/20/2020 16:00:00,9.42
7/21/2020 16:00:00,9.87
7/22/2020 16:00:00,10.08
7/23/2020 16:00:00,10.49
7/24/2020 16:00:00,10.38
7/27/2020 16:00:00,12.15
7/28/2020 16:00:00,12.53
7/29/2020 16:00:00,12.35
7/30/2020 16:00:00,12.23
7/31/2020 16:00:00,12.82
8/3/2020 16:00:00,13.34
8/4/2020 16:00:00,13.2
8/5/2020 16:00:00,13.84
8/6/2020 16:00:00,14.44
8/7/2020 16:00:00,13.06
8/10/2020 16:00:00,13.69
8/11/2020 16:00:00,12.55
8/12/2020 16:00:00,13.11
8/13/2020 16:00:00,13.11
8/14/2020 16:00:00,13.4
8/17/2020 16:00:00,14.75
8/18/2020 16:00:00,14.39
8/19/2020 16:00:00,13.71
8/20/2020 16:00:00,14.16
8/21/2020 16:00:00,13.58
8/24/2020 16:00:00,13.72
8/25/2020 16:00:00,13
8/26/2020 16:00:00,13.39
8/27/2020 16:00:00,12.89
8/28/2020 16:00:00,13.2
8/31/2020 16:00:00,13.53
9/1/2020 16:00:00,13.85
9/2/2020 16:00:00,13.2
9/3/2020 16:00:00,12.02
9/4/2020 16:00:00,12.01
9/8/2020 16:00:00,11.11
9/9/2020 16:00:00,11.56
9/10/2020 16:00:00,11.37
9/11/2020 16:00:00,11.22
9/14/2020 16:00:00,11.86
9/15/2020 16:00:00,11.95
9/16/2020 16:00:00,12.06
9/17/2020 16:00:00,11.93
9/18/2020 16:00:00,11.74
9/21/2020 16:00:00,11.14
9/22/2020 16:00:00,11.27
9/23/2020 16:00:00,10.61
9/24/2020 16:00:00,11.17
9/25/2020 16:00:00,11.23
9/28/2020 16:00:00,11.16
9/29/2020 16:00:00,11.03
9/30/2020 16:00:00,10.97
10/1/2020 16:00:00,10.87
10/2/2020 16:00:00,10.86
10/5/2020 16:00:00,11.28
10/6/2020 16:00:00,10.85
10/7/2020 16:00:00,10.97
10/8/2020 16:00:00,11.86
10/9/2020 16:00:00,11.77
10/12/2020 16:00:00,12.67
10/13/2020 16:00:00,12.38
10/14/2020 16:00:00,12.2
10/15/2020 16:00:00,12.45
10/16/2020 16:00:00,12.43
10/19/2020 16:00:00,12.83
10/20/2020 16:00:00,13.31
10/21/2020 16:00:00,14.3
10/22/2020 16:00:00,14.63
10/23/2020 16:00:00,14.38
10/26/2020 16:00:00,14.38
10/27/2020 16:00:00,15.67
10/28/2020 16:00:00,14.91
10/29/2020 16:00:00,15.26
10/30/2020 16:00:00,15.38
11/2/2020 16:00:00,15.51
11/3/2020 16:00:00,15.42
11/4/2020 16:00:00,15.87
11/5/2020 16:00:00,17.27
11/6/2020 16:00:00,17.54
11/9/2020 16:00:00,17.09
11/10/2020 16:00:00,16.51
11/11/2020 16:00:00,17.52
11/12/2020 16:00:00,18.24
11/13/2020 16:00:00,17.96
11/16/2020 16:00:00,18.86
11/17/2020 16:00:00,20.16
11/18/2020 16:00:00,19.64
11/19/2020 16:00:00,20.1
11/20/2020 16:00:00,21.24
11/23/2020 16:00:00,22.13
11/24/2020 16:00:00,22.36
11/25/2020 16:00:00,20.87
11/27/2020 16:00:00,18.84
11/30/2020 16:00:00,23.19
12/1/2020 16:00:00,23.74
12/2/2020 16:00:00,23.39
12/3/2020 16:00:00,24
12/4/2020 16:00:00,23.22
12/7/2020 16:00:00,22.46
12/8/2020 16:00:00,20.96
12/9/2020 16:00:00,20.07
12/10/2020 16:00:00,21.47
12/11/2020 16:00:00,20.61
12/14/2020 16:00:00,22.27
12/15/2020 16:00:00,23.26
12/16/2020 16:00:00,25.81
12/17/2020 16:00:00,28.25
12/18/2020 16:00:00,29.48
12/21/2020 16:00:00,30.83
12/22/2020 16:00:00,30.39
12/23/2020 16:00:00,28.88
12/24/2020 16:00:00,27.35
12/28/2020 16:00:00,30.45
12/29/2020 16:00:00,30.08
12/30/2020 16:00:00,32.9
12/31/2020 16:00:00,32
1/4/2021 16:00:00,35.08
1/5/2021 16:00:00,39.41
1/6/2021 16:00:00,43.93
1/7/2021 16:00:00,44.97
1/8/2021 16:00:00,44.42
1/11/2021 16:00:00,37.4
1/12/2021 16:00:00,38.92
1/13/2021 16:00:00,40.35
1/14/2021 16:00:00,43.53
1/15/2021 16:00:00,39.34
1/19/2021 16:00:00,38.06
1/20/2021 16:00:00,35.35
1/21/2021 16:00:00,31.94
1/22/2021 16:00:00,34.45
1/25/2021 16:00:00,33.05
1/26/2021 16:00:00,31.49
1/27/2021 16:00:00,31.36
1/28/2021 16:00:00,33.65
1/29/2021 16:00:00,34.69
2/1/2021 16:00:00,33.95
2/2/2021 16:00:00,36.8
2/3/2021 16:00:00,38.06
2/4/2021 16:00:00,37.96
2/5/2021 16:00:00,37.88
2/8/2021 16:00:00,45.69
2/9/2021 16:00:00,47.9
2/10/2021 16:00:00,44.95
2/11/2021 16:00:00,48
2/12/2021 16:00:00,48.91
2/16/2021 16:00:00,50.31
2/17/2021 16:00:00,54.07
2/18/2021 16:00:00,52.9
2/19/2021 16:00:00,56.7
2/22/2021 16:00:00,53.5
2/23/2021 16:00:00,45.84
2/24/2021 16:00:00,48.4
2/25/2021 16:00:00,45.64
2/26/2021 16:00:00,43.2
3/1/2021 16:00:00,45.82
3/2/2021 16:00:00,44.12
3/3/2021 16:00:00,46.16
3/4/2021 16:00:00,41.4
3/5/2021 16:00:00,43.8
3/8/2021 16:00:00,45.4
3/9/2021 16:00:00,49.12
3/10/2021 16:00:00,50.42
3/11/2021 16:00:00,52.3
3/12/2021 16:00:00,50
3/15/2021 16:00:00,51.38
3/16/2021 16:00:00,49.86
3/17/2021 16:00:00,51.99
3/18/2021 16:00:00,50.81
3/19/2021 16:00:00,52.96
3/22/2021 16:00:00,49.5
3/23/2021 16:00:00,46.75
3/24/2021 16:00:00,45
3/25/2021 16:00:00,44.5
3/26/2021 16:00:00,46.43
3/29/2021 16:00:00,49.45
3/30/2021 16:00:00,50.82
3/31/2021 16:00:00,50.04
4/1/2021 16:00:00,50.87
4/5/2021 16:00:00,52.95
4/6/2021 16:00:00,50.62
4/7/2021 16:00:00,47.57
4/8/2021 16:00:00,49.05
4/9/2021 16:00:00,49.65
4/12/2021 16:00:00,51.78
4/13/2021 16:00:00,54.93
4/14/2021 16:00:00,51.5
4/15/2021 16:00:00,52.6
4/16/2021 16:00:00,51.37
4/19/2021 16:00:00,47.95
4/20/2021 16:00:00,47.01
4/21/2021 16:00:00,45.35
4/22/2021 16:00:00,41.32
4/23/2021 16:00:00,42.39
4/26/2021 16:00:00,45.91
4/27/2021 16:00:00,46.58
4/28/2021 16:00:00,46.2
4/29/2021 16:00:00,43
4/30/2021 16:00:00,46.85
5/3/2021 16:00:00,47.23
5/4/2021 16:00:00,44.35
5/5/2021 16:00:00,46.06
5/6/2021 16:00:00,45.21
5/7/2021 16:00:00,46.88
5/10/2021 16:00:00,44.22
5/11/2021 16:00:00,44.88
5/12/2021 16:00:00,41.97
5/13/2021 16:00:00,37.18
5/14/2021 16:00:00,39.43
5/17/2021 16:00:00,35.5
5/18/2021 16:00:00,34.38
5/19/2021 16:00:00,32.6
5/20/2021 16:00:00,33.05
5/21/2021 16:00:00,30.1
5/24/2021 16:00:00,33.12
5/25/2021 16:00:00,31.51
5/26/2021 16:00:00,32.05
5/27/2021 16:00:00,32.46
5/28/2021 16:00:00,30.22
6/1/2021 16:00:00,29.54
6/2/2021 16:00:00,31.1
6/3/2021 16:00:00,32.25
