Date,Close
8/10/2020 16:00:00,100.64
8/11/2020 16:00:00,103.82
8/12/2020 16:00:00,102.94
8/13/2020 16:00:00,102.37
8/14/2020 16:00:00,102.41
8/17/2020 16:00:00,99.71
8/18/2020 16:00:00,98.32
8/19/2020 16:00:00,98.55
8/20/2020 16:00:00,97.37
8/21/2020 16:00:00,97.32
8/24/2020 16:00:00,100.06
8/25/2020 16:00:00,100.5
8/26/2020 16:00:00,99.09
8/27/2020 16:00:00,102.35
8/28/2020 16:00:00,102.77
8/31/2020 16:00:00,100.19
9/1/2020 16:00:00,100.14
9/2/2020 16:00:00,101.65
9/3/2020 16:00:00,101.33
9/4/2020 16:00:00,103.52
9/8/2020 16:00:00,99.92
9/9/2020 16:00:00,100.87
9/10/2020 16:00:00,99.83
9/11/2020 16:00:00,101.07
9/14/2020 16:00:00,102.47
9/15/2020 16:00:00,99.28
9/16/2020 16:00:00,99.7
9/17/2020 16:00:00,98.56
9/18/2020 16:00:00,98.35
9/21/2020 16:00:00,95.31
9/22/2020 16:00:00,94.27
9/23/2020 16:00:00,92.74
9/24/2020 16:00:00,92.66
9/25/2020 16:00:00,93.47
9/28/2020 16:00:00,96.16
9/29/2020 16:00:00,95.35
9/30/2020 16:00:00,96.27
10/1/2020 16:00:00,96.97
10/2/2020 16:00:00,97.89
10/5/2020 16:00:00,99.04
10/6/2020 16:00:00,98.02
10/7/2020 16:00:00,99.73
10/8/2020 16:00:00,101.78
10/9/2020 16:00:00,101.2
10/12/2020 16:00:00,102.44
10/13/2020 16:00:00,100.78
10/14/2020 16:00:00,100.22
10/15/2020 16:00:00,101.72
10/16/2020 16:00:00,101.51
10/19/2020 16:00:00,99.8
10/20/2020 16:00:00,100.37
10/21/2020 16:00:00,99.37
10/22/2020 16:00:00,102.88
10/23/2020 16:00:00,103.81
10/26/2020 16:00:00,101.24
10/27/2020 16:00:00,99.33
10/28/2020 16:00:00,96.54
10/29/2020 16:00:00,97.17
10/30/2020 16:00:00,98.04
11/2/2020 16:00:00,100.25
11/3/2020 16:00:00,103.41
11/4/2020 16:00:00,100.25
11/5/2020 16:00:00,104.35
11/6/2020 16:00:00,102.96
11/9/2020 16:00:00,116.9
11/10/2020 16:00:00,116.52
11/11/2020 16:00:00,114.78
11/12/2020 16:00:00,113.37
11/13/2020 16:00:00,114.08
11/16/2020 16:00:00,117.3
11/17/2020 16:00:00,116.11
11/18/2020 16:00:00,115.25
11/19/2020 16:00:00,115.56
11/20/2020 16:00:00,114.57
11/23/2020 16:00:00,117.87
11/24/2020 16:00:00,123.32
11/25/2020 16:00:00,122.03
11/27/2020 13:00:00,121.22
11/30/2020 16:00:00,117.88
12/1/2020 16:00:00,119.74
12/2/2020 16:00:00,122.04
12/3/2020 16:00:00,121.24
12/4/2020 16:00:00,122.34
12/7/2020 16:00:00,121.88
12/8/2020 16:00:00,122
12/9/2020 16:00:00,121.05
12/10/2020 16:00:00,120.27
12/11/2020 16:00:00,119.56
12/14/2020 16:00:00,118.3
12/15/2020 16:00:00,120.32
12/16/2020 16:00:00,120.67
12/17/2020 16:00:00,119.67
12/18/2020 16:00:00,119.08
12/21/2020 16:00:00,123.55
12/22/2020 16:00:00,121.67
12/23/2020 16:00:00,125.07
12/24/2020 13:00:00,124.52
12/28/2020 16:00:00,125.34
12/29/2020 16:00:00,125.01
12/30/2020 16:00:00,125.36
12/31/2020 16:00:00,127.07
1/4/2021 16:00:00,125.87
1/5/2021 16:00:00,125.65
1/6/2021 16:00:00,131.55
1/7/2021 16:00:00,135.87
1/8/2021 16:00:00,136.02
1/11/2021 16:00:00,138.05
1/12/2021 16:00:00,140.22
1/13/2021 16:00:00,140.35
1/14/2021 16:00:00,141.17
1/15/2021 16:00:00,138.64
1/19/2021 16:00:00,138.04
1/20/2021 16:00:00,135.97
1/21/2021 16:00:00,134.83
1/22/2021 16:00:00,133.79
1/25/2021 16:00:00,132.12
1/26/2021 16:00:00,131.58
1/27/2021 16:00:00,127.86
1/28/2021 16:00:00,130.11
1/29/2021 16:00:00,128.67
2/1/2021 16:00:00,129.62
2/2/2021 16:00:00,133.61
2/3/2021 16:00:00,135.14
2/4/2021 16:00:00,138.25
2/5/2021 16:00:00,137.98
2/8/2021 16:00:00,140.14
2/9/2021 16:00:00,139.58
2/10/2021 16:00:00,139.66
2/11/2021 16:00:00,139.27
2/12/2021 16:00:00,141.25
2/16/2021 16:00:00,144.65
2/17/2021 16:00:00,145.1
2/18/2021 16:00:00,145.59
2/19/2021 16:00:00,148.02
2/22/2021 16:00:00,149.41
2/23/2021 16:00:00,150.61
2/24/2021 16:00:00,153.26
2/25/2021 16:00:00,151.18
2/26/2021 16:00:00,147.17
3/1/2021 16:00:00,150.5
3/2/2021 16:00:00,150.01
3/3/2021 16:00:00,152.91
3/4/2021 16:00:00,150.56
3/5/2021 16:00:00,150.91
3/8/2021 16:00:00,152.91
3/9/2021 16:00:00,151.83
3/10/2021 16:00:00,155.13
3/11/2021 16:00:00,154.32
3/12/2021 16:00:00,156.15
3/15/2021 16:00:00,155.37
3/16/2021 16:00:00,153.51
3/17/2021 16:00:00,155.09
3/18/2021 16:00:00,157.65
3/19/2021 16:00:00,155.14
3/22/2021 16:00:00,150.97
3/23/2021 16:00:00,149.46
3/24/2021 16:00:00,150.62
3/25/2021 16:00:00,152.55
3/26/2021 16:00:00,155.09
3/29/2021 16:00:00,152.68
3/30/2021 16:00:00,154.48
3/31/2021 16:00:00,152.23
4/1/2021 16:00:00,153.71
4/5/2021 16:00:00,153.62
4/6/2021 16:00:00,152.54
4/7/2021 16:00:00,154.93
4/8/2021 16:00:00,155.12
4/9/2021 16:00:00,156.28
4/12/2021 16:00:00,155.95
4/13/2021 16:00:00,154.09
4/14/2021 16:00:00,151.21
4/15/2021 16:00:00,152.17
4/16/2021 16:00:00,153.3
4/19/2021 16:00:00,152.65
4/20/2021 16:00:00,149.27
4/21/2021 16:00:00,150.54
4/22/2021 16:00:00,147.37
4/23/2021 16:00:00,150.19
4/26/2021 16:00:00,150.56
4/27/2021 16:00:00,151.25
4/28/2021 16:00:00,152.23
4/29/2021 16:00:00,155.19
4/30/2021 16:00:00,153.81
5/3/2021 16:00:00,153.36
5/4/2021 16:00:00,155.48
5/5/2021 16:00:00,157.52
5/6/2021 16:00:00,160.69
5/7/2021 16:00:00,161.24
5/10/2021 16:00:00,161.22
5/11/2021 16:00:00,158.54
5/12/2021 16:00:00,157.45
5/13/2021 16:00:00,161.5
5/14/2021 16:00:00,164.01
5/17/2021 16:00:00,164.67
5/18/2021 16:00:00,162.35
5/19/2021 16:00:00,161.11
5/20/2021 16:00:00,160.83
5/21/2021 16:00:00,162.66
5/24/2021 16:00:00,163.54
5/25/2021 16:00:00,161.85
5/26/2021 16:00:00,161.83
5/27/2021 16:00:00,164.35
5/28/2021 16:00:00,164.24
6/1/2021 16:00:00,166.05
6/2/2021 16:00:00,166.06
6/3/2021 16:00:00,166.17
